recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,history_discount,history_bogo,recency_history,recency_bin_0,recency_bin_1,recency_bin_2,treatment
1,82.72,1,0,Urban,1,Phone,Buy One Get One,0,82.72,0.0,82.72,1.0,0.0,0.0,1
1,409.89,1,0,Surburban,1,Multichannel,Discount,0,409.89,0.0,409.89,1.0,0.0,0.0,1
2,47.59,1,0,Rural,0,Web,Discount,0,47.59,0.0,95.18,1.0,0.0,0.0,1
2,208.46,0,1,Urban,1,Phone,No Offer,0,0.0,208.46,416.92,1.0,0.0,0.0,0
6,52.32,0,1,Rural,0,Web,No Offer,0,0.0,52.32,313.92,0.0,1.0,0.0,0
2,258.27,0,1,Urban,0,Web,Discount,0,0.0,258.27,516.54,1.0,0.0,0.0,1
1,41.52,0,1,Surburban,0,Phone,Discount,0,0.0,41.52,41.52,1.0,0.0,0.0,1
2,306.44,0,1,Surburban,0,Phone,No Offer,0,0.0,306.44,612.88,1.0,0.0,0.0,0
10,80.01,0,1,Surburban,1,Web,No Offer,0,0.0,80.01,800.1,0.0,0.0,1.0,0
1,342.13,1,0,Rural,1,Phone,Discount,1,342.13,0.0,342.13,1.0,0.0,0.0,1
3,71.41,0,1,Surburban,0,Web,No Offer,1,0.0,71.41,214.23,0.0,1.0,0.0,0
6,322.29,0,1,Surburban,0,Multichannel,Discount,1,0.0,322.29,1933.7400000000002,0.0,1.0,0.0,1
1,1236.14,0,1,Surburban,1,Web,No Offer,0,0.0,1236.14,1236.14,1.0,0.0,0.0,0
9,113.6,1,0,Urban,1,Phone,Discount,0,113.6,0.0,1022.4,0.0,0.0,1.0,1
1,32.52,0,1,Surburban,1,Phone,No Offer,0,0.0,32.52,32.52,1.0,0.0,0.0,0
3,338.44,1,1,Surburban,1,Phone,Discount,1,338.44,338.44,1015.3199999999999,0.0,1.0,0.0,1
9,81.43,1,0,Rural,0,Phone,Discount,0,81.43,0.0,732.8700000000001,0.0,0.0,1.0,1
1,335.22,1,0,Urban,1,Phone,Discount,0,335.22,0.0,335.22,1.0,0.0,0.0,1
2,221.97,1,0,Urban,0,Phone,No Offer,1,221.97,0.0,443.94,1.0,0.0,0.0,0
9,148.94,0,1,Surburban,0,Web,Buy One Get One,0,0.0,148.94,1340.46,0.0,0.0,1.0,1
10,133.72,1,0,Rural,1,Phone,Discount,0,133.72,0.0,1337.2,0.0,0.0,1.0,1
12,137.72,1,0,Surburban,0,Phone,Buy One Get One,0,137.72,0.0,1652.6399999999999,0.0,0.0,1.0,1
10,131.76,1,0,Surburban,1,Web,No Offer,0,131.76,0.0,1317.6,0.0,0.0,1.0,0
2,292.65,1,0,Surburban,0,Phone,Buy One Get One,0,292.65,0.0,585.3,1.0,0.0,0.0,1
2,94.84,0,1,Surburban,0,Phone,No Offer,0,0.0,94.84,189.68,1.0,0.0,0.0,0
4,492.63,1,0,Surburban,1,Multichannel,No Offer,0,492.63,0.0,1970.52,0.0,1.0,0.0,0
2,29.99,0,1,Urban,0,Phone,Discount,0,0.0,29.99,59.98,1.0,0.0,0.0,1
3,2809.79,1,0,Surburban,1,Multichannel,Buy One Get One,0,2809.79,0.0,8429.369999999999,0.0,1.0,0.0,1
5,129.81,0,1,Rural,0,Phone,No Offer,0,0.0,129.81,649.05,0.0,1.0,0.0,0
5,457.54,1,0,Surburban,0,Web,Discount,0,457.54,0.0,2287.7000000000003,0.0,1.0,0.0,1
1,35.43,1,0,Surburban,1,Web,No Offer,0,35.43,0.0,35.43,1.0,0.0,0.0,0
4,34.78,1,0,Urban,1,Web,No Offer,0,34.78,0.0,139.12,0.0,1.0,0.0,0
2,54.97,0,1,Urban,1,Phone,No Offer,0,0.0,54.97,109.94,1.0,0.0,0.0,0
8,74.52,1,0,Urban,1,Web,Buy One Get One,1,74.52,0.0,596.16,0.0,0.0,1.0,1
9,102.0,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,102.0,918.0,0.0,0.0,1.0,1
5,298.01,0,1,Urban,1,Phone,Buy One Get One,0,0.0,298.01,1490.05,0.0,1.0,0.0,1
1,420.38,1,0,Urban,0,Web,Discount,0,420.38,0.0,420.38,1.0,0.0,0.0,1
5,55.41,1,0,Surburban,1,Phone,Discount,0,55.41,0.0,277.04999999999995,0.0,1.0,0.0,1
2,114.96,0,1,Surburban,1,Web,Buy One Get One,0,0.0,114.96,229.92,1.0,0.0,0.0,1
7,29.99,0,1,Urban,1,Web,Discount,0,0.0,29.99,209.92999999999998,0.0,1.0,0.0,1
11,248.44,1,0,Surburban,1,Multichannel,No Offer,0,248.44,0.0,2732.84,0.0,0.0,1.0,0
7,355.09,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.0,355.09,2485.6299999999997,0.0,1.0,0.0,1
1,255.98,1,0,Surburban,1,Web,No Offer,0,255.98,0.0,255.98,1.0,0.0,0.0,0
9,29.99,1,0,Urban,0,Web,No Offer,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,0
5,128.48,0,1,Surburban,0,Phone,Discount,0,0.0,128.48,642.4,0.0,1.0,0.0,1
1,848.13,0,1,Urban,1,Multichannel,No Offer,0,0.0,848.13,848.13,1.0,0.0,0.0,0
10,37.36,0,1,Rural,1,Web,Discount,1,0.0,37.36,373.6,0.0,0.0,1.0,1
11,36.34,0,1,Surburban,0,Web,No Offer,0,0.0,36.34,399.74,0.0,0.0,1.0,0
2,58.84,1,0,Surburban,0,Phone,No Offer,0,58.84,0.0,117.68,1.0,0.0,0.0,0
10,29.99,0,1,Surburban,1,Phone,Discount,0,0.0,29.99,299.9,0.0,0.0,1.0,1
11,128.15,0,1,Urban,0,Phone,No Offer,0,0.0,128.15,1409.65,0.0,0.0,1.0,0
9,47.87,0,1,Surburban,1,Phone,Discount,0,0.0,47.87,430.83,0.0,0.0,1.0,1
9,97.66,1,0,Surburban,1,Web,No Offer,0,97.66,0.0,878.9399999999999,0.0,0.0,1.0,0
5,474.52,1,0,Surburban,1,Multichannel,Discount,0,474.52,0.0,2372.6,0.0,1.0,0.0,1
1,244.13,1,0,Surburban,1,Web,Discount,0,244.13,0.0,244.13,1.0,0.0,0.0,1
12,29.99,1,0,Urban,0,Phone,No Offer,0,29.99,0.0,359.88,0.0,0.0,1.0,0
1,91.48,1,0,Surburban,1,Web,No Offer,0,91.48,0.0,91.48,1.0,0.0,0.0,0
3,260.11,1,1,Urban,1,Phone,No Offer,0,260.11,260.11,780.33,0.0,1.0,0.0,0
1,58.5,0,1,Surburban,0,Web,Discount,0,0.0,58.5,58.5,1.0,0.0,0.0,1
2,410.28,1,0,Rural,0,Phone,Discount,0,410.28,0.0,820.56,1.0,0.0,0.0,1
4,308.47,0,1,Urban,1,Multichannel,Buy One Get One,0,0.0,308.47,1233.88,0.0,1.0,0.0,1
4,285.8,0,1,Rural,0,Web,Discount,0,0.0,285.8,1143.2,0.0,1.0,0.0,1
1,98.38,1,0,Urban,0,Web,Discount,1,98.38,0.0,98.38,1.0,0.0,0.0,1
9,64.77,1,0,Surburban,1,Web,Buy One Get One,0,64.77,0.0,582.93,0.0,0.0,1.0,1
3,169.74,0,1,Rural,1,Phone,Discount,1,0.0,169.74,509.22,0.0,1.0,0.0,1
8,550.05,0,1,Surburban,1,Phone,Discount,0,0.0,550.05,4400.4,0.0,0.0,1.0,1
8,104.94,0,1,Urban,0,Phone,No Offer,0,0.0,104.94,839.52,0.0,0.0,1.0,0
9,292.05,1,0,Rural,0,Phone,No Offer,0,292.05,0.0,2628.4500000000003,0.0,0.0,1.0,0
4,52.07,0,1,Rural,1,Phone,Buy One Get One,0,0.0,52.07,208.28,0.0,1.0,0.0,1
12,101.5,1,0,Rural,0,Web,No Offer,0,101.5,0.0,1218.0,0.0,0.0,1.0,0
12,40.74,0,1,Rural,1,Web,Buy One Get One,1,0.0,40.74,488.88,0.0,0.0,1.0,1
9,222.93,1,0,Surburban,0,Web,Discount,0,222.93,0.0,2006.3700000000001,0.0,0.0,1.0,1
6,112.34,1,0,Rural,1,Web,No Offer,0,112.34,0.0,674.04,0.0,1.0,0.0,0
2,187.54,0,1,Surburban,0,Phone,No Offer,0,0.0,187.54,375.08,1.0,0.0,0.0,0
2,540.95,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.0,540.95,1081.9,1.0,0.0,0.0,1
4,66.28,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,66.28,265.12,0.0,1.0,0.0,1
4,448.34,1,1,Surburban,0,Phone,Buy One Get One,1,448.34,448.34,1793.36,0.0,1.0,0.0,1
2,88.22,1,0,Urban,0,Web,Discount,0,88.22,0.0,176.44,1.0,0.0,0.0,1
3,294.72,1,1,Urban,1,Phone,Buy One Get One,0,294.72,294.72,884.1600000000001,0.0,1.0,0.0,1
3,70.43,1,0,Urban,1,Phone,No Offer,0,70.43,0.0,211.29000000000002,0.0,1.0,0.0,0
7,314.7,1,1,Urban,0,Web,Buy One Get One,1,314.7,314.7,2202.9,0.0,1.0,0.0,1
2,298.1,1,0,Urban,0,Phone,Buy One Get One,0,298.1,0.0,596.2,1.0,0.0,0.0,1
1,452.07,0,1,Urban,0,Web,Discount,1,0.0,452.07,452.07,1.0,0.0,0.0,1
1,68.41,0,1,Urban,0,Web,Buy One Get One,0,0.0,68.41,68.41,1.0,0.0,0.0,1
10,29.99,0,1,Surburban,0,Web,Buy One Get One,0,0.0,29.99,299.9,0.0,0.0,1.0,1
7,145.89,0,1,Urban,0,Phone,No Offer,0,0.0,145.89,1021.2299999999999,0.0,1.0,0.0,0
5,90.18,0,1,Surburban,0,Web,Buy One Get One,0,0.0,90.18,450.90000000000003,0.0,1.0,0.0,1
1,734.38,0,1,Surburban,1,Multichannel,No Offer,0,0.0,734.38,734.38,1.0,0.0,0.0,0
8,235.11,1,0,Surburban,0,Phone,Discount,0,235.11,0.0,1880.88,0.0,0.0,1.0,1
8,380.93,1,1,Rural,0,Phone,Discount,0,380.93,380.93,3047.44,0.0,0.0,1.0,1
2,68.61,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,68.61,137.22,1.0,0.0,0.0,1
1,29.99,1,0,Rural,0,Web,Discount,0,29.99,0.0,29.99,1.0,0.0,0.0,1
9,29.99,1,0,Surburban,1,Phone,Discount,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,1
9,402.93,1,0,Urban,0,Phone,No Offer,0,402.93,0.0,3626.37,0.0,0.0,1.0,0
10,215.94,0,1,Urban,0,Phone,No Offer,0,0.0,215.94,2159.4,0.0,0.0,1.0,0
10,302.59,0,1,Urban,0,Web,Discount,0,0.0,302.59,3025.8999999999996,0.0,0.0,1.0,1
9,342.06,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.0,342.06,3078.54,0.0,0.0,1.0,1
8,213.13,1,0,Urban,0,Phone,Buy One Get One,0,213.13,0.0,1705.04,0.0,0.0,1.0,1
6,81.7,0,1,Rural,0,Phone,Discount,0,0.0,81.7,490.20000000000005,0.0,1.0,0.0,1
11,115.45,0,1,Surburban,0,Phone,Discount,0,0.0,115.45,1269.95,0.0,0.0,1.0,1
10,50.4,0,1,Surburban,0,Web,Discount,1,0.0,50.4,504.0,0.0,0.0,1.0,1
5,29.99,0,1,Surburban,1,Web,Discount,0,0.0,29.99,149.95,0.0,1.0,0.0,1
2,29.99,0,1,Surburban,0,Web,Discount,0,0.0,29.99,59.98,1.0,0.0,0.0,1
10,952.11,1,1,Urban,1,Web,Discount,0,952.11,952.11,9521.1,0.0,0.0,1.0,1
3,654.87,1,1,Surburban,1,Web,No Offer,0,654.87,654.87,1964.6100000000001,0.0,1.0,0.0,0
2,53.8,1,0,Rural,0,Phone,No Offer,0,53.8,0.0,107.6,1.0,0.0,0.0,0
9,111.49,0,1,Urban,1,Phone,No Offer,0,0.0,111.49,1003.41,0.0,0.0,1.0,0
2,62.17,1,0,Surburban,0,Web,Buy One Get One,0,62.17,0.0,124.34,1.0,0.0,0.0,1
5,445.3,1,1,Urban,1,Phone,Discount,0,445.3,445.3,2226.5,0.0,1.0,0.0,1
3,171.32,0,1,Surburban,0,Phone,No Offer,0,0.0,171.32,513.96,0.0,1.0,0.0,0
5,39.57,0,1,Urban,0,Phone,No Offer,0,0.0,39.57,197.85,0.0,1.0,0.0,0
10,474.39,1,0,Rural,1,Phone,No Offer,0,474.39,0.0,4743.9,0.0,0.0,1.0,0
11,202.41,0,1,Urban,1,Web,No Offer,1,0.0,202.41,2226.5099999999998,0.0,0.0,1.0,0
10,181.6,1,0,Rural,0,Phone,Buy One Get One,0,181.6,0.0,1816.0,0.0,0.0,1.0,1
10,131.83,0,1,Rural,0,Phone,Buy One Get One,0,0.0,131.83,1318.3000000000002,0.0,0.0,1.0,1
3,133.95,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,133.95,401.84999999999997,0.0,1.0,0.0,1
7,154.94,0,1,Rural,0,Web,No Offer,0,0.0,154.94,1084.58,0.0,1.0,0.0,0
3,107.41,1,0,Surburban,1,Web,No Offer,0,107.41,0.0,322.23,0.0,1.0,0.0,0
11,48.87,1,0,Urban,0,Phone,Buy One Get One,0,48.87,0.0,537.5699999999999,0.0,0.0,1.0,1
5,107.61,1,0,Surburban,0,Phone,No Offer,0,107.61,0.0,538.05,0.0,1.0,0.0,0
6,88.94,0,1,Urban,0,Phone,No Offer,0,0.0,88.94,533.64,0.0,1.0,0.0,0
1,596.98,1,0,Surburban,1,Web,Buy One Get One,0,596.98,0.0,596.98,1.0,0.0,0.0,1
7,622.27,1,1,Surburban,1,Web,Buy One Get One,0,622.27,622.27,4355.889999999999,0.0,1.0,0.0,1
6,201.89,1,0,Urban,0,Web,Buy One Get One,0,201.89,0.0,1211.34,0.0,1.0,0.0,1
10,39.93,1,0,Urban,0,Web,Discount,0,39.93,0.0,399.3,0.0,0.0,1.0,1
5,964.59,0,1,Surburban,1,Phone,No Offer,0,0.0,964.59,4822.95,0.0,1.0,0.0,0
6,158.69,0,1,Surburban,0,Web,No Offer,0,0.0,158.69,952.14,0.0,1.0,0.0,0
5,200.96,1,0,Surburban,1,Web,No Offer,0,200.96,0.0,1004.8000000000001,0.0,1.0,0.0,0
1,678.45,1,0,Urban,1,Multichannel,Buy One Get One,0,678.45,0.0,678.45,1.0,0.0,0.0,1
6,38.62,1,0,Surburban,0,Phone,No Offer,0,38.62,0.0,231.71999999999997,0.0,1.0,0.0,0
4,84.11,1,0,Rural,1,Web,Discount,0,84.11,0.0,336.44,0.0,1.0,0.0,1
2,597.52,1,1,Urban,1,Phone,Discount,1,597.52,597.52,1195.04,1.0,0.0,0.0,1
1,384.73,1,0,Urban,0,Phone,Discount,1,384.73,0.0,384.73,1.0,0.0,0.0,1
1,134.21,0,1,Urban,1,Phone,No Offer,0,0.0,134.21,134.21,1.0,0.0,0.0,0
1,129.09,1,0,Urban,1,Web,Discount,0,129.09,0.0,129.09,1.0,0.0,0.0,1
2,770.42,1,1,Urban,1,Web,No Offer,0,770.42,770.42,1540.84,1.0,0.0,0.0,0
10,203.36,1,1,Urban,0,Phone,Discount,0,203.36,203.36,2033.6000000000001,0.0,0.0,1.0,1
8,267.59,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.0,267.59,2140.72,0.0,0.0,1.0,1
1,382.05,1,0,Urban,0,Phone,Buy One Get One,0,382.05,0.0,382.05,1.0,0.0,0.0,1
7,284.57,0,1,Surburban,0,Phone,Discount,0,0.0,284.57,1991.99,0.0,1.0,0.0,1
5,175.49,0,1,Urban,0,Web,No Offer,0,0.0,175.49,877.45,0.0,1.0,0.0,0
7,87.56,0,1,Surburban,1,Phone,Discount,0,0.0,87.56,612.9200000000001,0.0,1.0,0.0,1
3,190.98,1,0,Urban,0,Phone,Buy One Get One,0,190.98,0.0,572.9399999999999,0.0,1.0,0.0,1
11,60.87,1,0,Urban,0,Web,No Offer,1,60.87,0.0,669.5699999999999,0.0,0.0,1.0,0
2,29.99,1,0,Surburban,0,Web,No Offer,0,29.99,0.0,59.98,1.0,0.0,0.0,0
11,41.34,0,1,Surburban,1,Phone,Discount,0,0.0,41.34,454.74,0.0,0.0,1.0,1
6,448.37,1,0,Urban,0,Phone,Discount,0,448.37,0.0,2690.2200000000003,0.0,1.0,0.0,1
9,894.15,1,1,Urban,1,Multichannel,No Offer,1,894.15,894.15,8047.349999999999,0.0,0.0,1.0,0
3,426.04,0,1,Urban,0,Multichannel,Discount,0,0.0,426.04,1278.1200000000001,0.0,1.0,0.0,1
11,220.6,1,0,Rural,0,Web,Buy One Get One,1,220.6,0.0,2426.6,0.0,0.0,1.0,1
11,44.1,1,0,Urban,0,Web,Buy One Get One,1,44.1,0.0,485.1,0.0,0.0,1.0,1
8,156.14,1,0,Rural,0,Web,Buy One Get One,1,156.14,0.0,1249.12,0.0,0.0,1.0,1
7,944.01,1,0,Rural,1,Web,No Offer,0,944.01,0.0,6608.07,0.0,1.0,0.0,0
3,193.31,1,0,Urban,1,Web,No Offer,1,193.31,0.0,579.9300000000001,0.0,1.0,0.0,0
2,257.31,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,257.31,514.62,1.0,0.0,0.0,1
5,341.93,1,0,Urban,1,Phone,No Offer,0,341.93,0.0,1709.65,0.0,1.0,0.0,0
5,303.81,0,1,Urban,0,Phone,No Offer,1,0.0,303.81,1519.05,0.0,1.0,0.0,0
10,278.38,0,1,Urban,0,Phone,No Offer,0,0.0,278.38,2783.8,0.0,0.0,1.0,0
1,300.92,1,0,Urban,0,Phone,Buy One Get One,0,300.92,0.0,300.92,1.0,0.0,0.0,1
2,696.15,0,1,Urban,1,Phone,Discount,0,0.0,696.15,1392.3,1.0,0.0,0.0,1
10,527.42,1,0,Surburban,1,Phone,Buy One Get One,0,527.42,0.0,5274.2,0.0,0.0,1.0,1
6,146.57,1,0,Urban,0,Web,Discount,0,146.57,0.0,879.42,0.0,1.0,0.0,1
10,29.99,0,1,Urban,1,Web,Buy One Get One,0,0.0,29.99,299.9,0.0,0.0,1.0,1
10,151.25,0,1,Urban,0,Web,Discount,0,0.0,151.25,1512.5,0.0,0.0,1.0,1
4,243.93,1,0,Urban,0,Web,Buy One Get One,0,243.93,0.0,975.72,0.0,1.0,0.0,1
11,43.72,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,43.72,480.91999999999996,0.0,0.0,1.0,1
2,567.7,1,0,Urban,1,Phone,Discount,0,567.7,0.0,1135.4,1.0,0.0,0.0,1
6,29.99,1,0,Rural,1,Web,Buy One Get One,0,29.99,0.0,179.94,0.0,1.0,0.0,1
8,161.08,0,1,Surburban,1,Web,Discount,0,0.0,161.08,1288.64,0.0,0.0,1.0,1
7,101.5,0,1,Surburban,1,Web,Discount,0,0.0,101.5,710.5,0.0,1.0,0.0,1
2,73.58,1,0,Surburban,1,Web,Buy One Get One,0,73.58,0.0,147.16,1.0,0.0,0.0,1
10,72.44,1,0,Surburban,1,Web,Discount,0,72.44,0.0,724.4,0.0,0.0,1.0,1
10,179.63,1,0,Urban,0,Phone,Buy One Get One,0,179.63,0.0,1796.3,0.0,0.0,1.0,1
5,126.71,1,0,Urban,0,Phone,No Offer,1,126.71,0.0,633.55,0.0,1.0,0.0,0
6,950.28,1,0,Rural,1,Multichannel,Discount,0,950.28,0.0,5701.68,0.0,1.0,0.0,1
11,319.38,0,1,Urban,0,Phone,Discount,0,0.0,319.38,3513.18,0.0,0.0,1.0,1
3,484.15,0,1,Urban,0,Phone,Buy One Get One,0,0.0,484.15,1452.4499999999998,0.0,1.0,0.0,1
10,235.13,1,0,Urban,1,Phone,Buy One Get One,0,235.13,0.0,2351.3,0.0,0.0,1.0,1
6,43.48,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,43.48,260.88,0.0,1.0,0.0,1
6,174.16,0,1,Surburban,0,Web,Buy One Get One,0,0.0,174.16,1044.96,0.0,1.0,0.0,1
8,29.99,1,0,Urban,1,Phone,Discount,0,29.99,0.0,239.92,0.0,0.0,1.0,1
10,131.66,0,1,Urban,1,Web,No Offer,0,0.0,131.66,1316.6,0.0,0.0,1.0,0
9,269.81,1,1,Urban,0,Multichannel,No Offer,0,269.81,269.81,2428.29,0.0,0.0,1.0,0
8,49.78,0,1,Rural,1,Phone,Buy One Get One,0,0.0,49.78,398.24,0.0,0.0,1.0,1
2,106.29,0,1,Surburban,1,Web,Discount,0,0.0,106.29,212.58,1.0,0.0,0.0,1
1,287.72,1,1,Rural,0,Web,Discount,1,287.72,287.72,287.72,1.0,0.0,0.0,1
12,83.8,1,0,Surburban,0,Web,Buy One Get One,0,83.8,0.0,1005.5999999999999,0.0,0.0,1.0,1
10,70.34,1,0,Rural,0,Web,Discount,1,70.34,0.0,703.4000000000001,0.0,0.0,1.0,1
1,1089.03,1,1,Rural,1,Phone,Buy One Get One,1,1089.03,1089.03,1089.03,1.0,0.0,0.0,1
7,29.99,1,0,Urban,0,Phone,Buy One Get One,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,1
5,339.77,0,1,Urban,0,Multichannel,Buy One Get One,0,0.0,339.77,1698.85,0.0,1.0,0.0,1
11,29.99,0,1,Surburban,0,Web,Discount,0,0.0,29.99,329.89,0.0,0.0,1.0,1
6,34.8,1,0,Urban,1,Phone,Discount,0,34.8,0.0,208.79999999999998,0.0,1.0,0.0,1
7,511.66,1,0,Surburban,1,Phone,Buy One Get One,0,511.66,0.0,3581.6200000000003,0.0,1.0,0.0,1
7,263.29,1,0,Urban,0,Web,Discount,0,263.29,0.0,1843.0300000000002,0.0,1.0,0.0,1
7,452.77,0,1,Urban,0,Multichannel,Buy One Get One,0,0.0,452.77,3169.39,0.0,1.0,0.0,1
1,1390.4,0,1,Surburban,1,Web,Discount,0,0.0,1390.4,1390.4,1.0,0.0,0.0,1
1,185.68,0,1,Surburban,0,Web,Buy One Get One,0,0.0,185.68,185.68,1.0,0.0,0.0,1
1,222.22,0,1,Urban,1,Web,No Offer,0,0.0,222.22,222.22,1.0,0.0,0.0,0
9,44.14,1,0,Urban,0,Web,Discount,0,44.14,0.0,397.26,0.0,0.0,1.0,1
3,154.97,1,0,Urban,0,Web,Discount,1,154.97,0.0,464.90999999999997,0.0,1.0,0.0,1
10,29.99,1,0,Urban,1,Phone,No Offer,0,29.99,0.0,299.9,0.0,0.0,1.0,0
10,77.08,0,1,Surburban,0,Web,No Offer,0,0.0,77.08,770.8,0.0,0.0,1.0,0
5,29.99,0,1,Surburban,1,Phone,Discount,0,0.0,29.99,149.95,0.0,1.0,0.0,1
2,339.52,1,0,Rural,0,Phone,Discount,0,339.52,0.0,679.04,1.0,0.0,0.0,1
5,206.55,1,1,Surburban,0,Phone,Discount,1,206.55,206.55,1032.75,0.0,1.0,0.0,1
10,100.67,0,1,Surburban,0,Web,Buy One Get One,0,0.0,100.67,1006.7,0.0,0.0,1.0,1
5,181.49,1,0,Rural,1,Web,No Offer,0,181.49,0.0,907.45,0.0,1.0,0.0,0
7,440.56,1,0,Rural,0,Phone,No Offer,0,440.56,0.0,3083.92,0.0,1.0,0.0,0
9,96.32,0,1,Surburban,1,Phone,Buy One Get One,1,0.0,96.32,866.8799999999999,0.0,0.0,1.0,1
2,438.9,1,0,Urban,0,Multichannel,Discount,0,438.9,0.0,877.8,1.0,0.0,0.0,1
11,65.55,0,1,Surburban,0,Phone,No Offer,0,0.0,65.55,721.05,0.0,0.0,1.0,0
1,154.49,0,1,Urban,1,Web,Discount,1,0.0,154.49,154.49,1.0,0.0,0.0,1
2,29.99,0,1,Surburban,0,Phone,Discount,0,0.0,29.99,59.98,1.0,0.0,0.0,1
12,64.38,0,1,Urban,0,Web,No Offer,0,0.0,64.38,772.56,0.0,0.0,1.0,0
1,885.02,1,0,Surburban,1,Web,Buy One Get One,0,885.02,0.0,885.02,1.0,0.0,0.0,1
9,158.42,1,0,Surburban,1,Web,No Offer,0,158.42,0.0,1425.78,0.0,0.0,1.0,0
11,225.77,1,0,Urban,1,Phone,Buy One Get One,0,225.77,0.0,2483.4700000000003,0.0,0.0,1.0,1
6,29.99,1,0,Rural,0,Phone,No Offer,0,29.99,0.0,179.94,0.0,1.0,0.0,0
1,569.06,1,0,Surburban,1,Multichannel,No Offer,0,569.06,0.0,569.06,1.0,0.0,0.0,0
10,403.62,1,0,Urban,0,Phone,No Offer,0,403.62,0.0,4036.2,0.0,0.0,1.0,0
6,198.46,1,0,Surburban,1,Web,Discount,1,198.46,0.0,1190.76,0.0,1.0,0.0,1
2,467.1,1,1,Surburban,0,Web,Buy One Get One,1,467.1,467.1,934.2,1.0,0.0,0.0,1
1,223.64,1,1,Surburban,0,Multichannel,Buy One Get One,0,223.64,223.64,223.64,1.0,0.0,0.0,1
2,149.89,0,1,Surburban,0,Web,Discount,0,0.0,149.89,299.78,1.0,0.0,0.0,1
9,29.99,1,0,Surburban,0,Phone,No Offer,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,0
10,37.16,0,1,Surburban,1,Web,No Offer,0,0.0,37.16,371.59999999999997,0.0,0.0,1.0,0
1,85.0,1,0,Surburban,0,Phone,Discount,0,85.0,0.0,85.0,1.0,0.0,0.0,1
3,264.85,1,0,Surburban,0,Web,Buy One Get One,1,264.85,0.0,794.5500000000001,0.0,1.0,0.0,1
4,529.42,1,0,Surburban,1,Phone,No Offer,0,529.42,0.0,2117.68,0.0,1.0,0.0,0
6,139.61,0,1,Surburban,0,Web,Discount,0,0.0,139.61,837.6600000000001,0.0,1.0,0.0,1
2,50.13,1,0,Surburban,0,Web,Buy One Get One,1,50.13,0.0,100.26,1.0,0.0,0.0,1
3,532.41,0,1,Surburban,1,Web,Buy One Get One,0,0.0,532.41,1597.23,0.0,1.0,0.0,1
7,471.53,0,1,Surburban,1,Web,No Offer,0,0.0,471.53,3300.71,0.0,1.0,0.0,0
4,30.97,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,30.97,123.88,0.0,1.0,0.0,1
10,137.71,1,0,Surburban,0,Web,Buy One Get One,0,137.71,0.0,1377.1000000000001,0.0,0.0,1.0,1
2,563.73,1,0,Rural,1,Multichannel,No Offer,0,563.73,0.0,1127.46,1.0,0.0,0.0,0
2,125.76,1,0,Rural,0,Phone,Buy One Get One,0,125.76,0.0,251.52,1.0,0.0,0.0,1
10,43.43,0,1,Urban,1,Phone,No Offer,0,0.0,43.43,434.3,0.0,0.0,1.0,0
4,382.75,1,0,Surburban,0,Multichannel,Buy One Get One,0,382.75,0.0,1531.0,0.0,1.0,0.0,1
8,151.23,0,1,Rural,0,Web,No Offer,0,0.0,151.23,1209.84,0.0,0.0,1.0,0
1,153.76,1,0,Rural,0,Phone,Buy One Get One,0,153.76,0.0,153.76,1.0,0.0,0.0,1
7,492.02,1,1,Urban,0,Phone,No Offer,1,492.02,492.02,3444.14,0.0,1.0,0.0,0
9,29.99,1,0,Surburban,0,Web,Buy One Get One,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,1
2,29.99,0,1,Surburban,1,Phone,Discount,0,0.0,29.99,59.98,1.0,0.0,0.0,1
2,141.26,0,1,Rural,0,Web,Discount,1,0.0,141.26,282.52,1.0,0.0,0.0,1
2,91.85,1,0,Surburban,0,Phone,Buy One Get One,0,91.85,0.0,183.7,1.0,0.0,0.0,1
9,523.7,1,0,Surburban,1,Multichannel,Discount,0,523.7,0.0,4713.3,0.0,0.0,1.0,1
2,254.31,0,1,Urban,0,Web,Discount,1,0.0,254.31,508.62,1.0,0.0,0.0,1
3,231.22,1,1,Urban,1,Phone,Discount,0,231.22,231.22,693.66,0.0,1.0,0.0,1
11,29.99,1,0,Surburban,0,Web,No Offer,0,29.99,0.0,329.89,0.0,0.0,1.0,0
1,242.93,0,1,Rural,1,Phone,Buy One Get One,0,0.0,242.93,242.93,1.0,0.0,0.0,1
